Título,Autor,Serie,Valoración,Votos
THE CAMEL CLUB,David Baldacci,The Camel Club #1,4.06,92383
BLANKETS,Craig Thompson,,4.06,117211
THE UNDERGROUND RAILROAD,Colson Whitehead,,4.06,402171
JUST SO STORIES,Rudyard Kipling,,4.06,48169
CIRCLE OF FRIENDS,Maeve Binchy,,4.06,65658
PRICE OF A KISS,Linda Kage,Forbidden Men #1,4.06,33024
END OF DAYS,Susan Ee,Penryn & the End of Days #3,4.06,70049
SORCERY OF THORNS,Margaret  Rogerson,Sorcery of Thorns #1,4.06,137840
GATEWAY,Frederik Pohl,Heechee Saga #1,4.06,44928
THE DOVEKEEPERS,Alice Hoffman,,4.06,76852
PERCY JACKSON & THE OLYMPIANS:  THE ULTIMATE GUIDE,Rick Riordan,,4.06,20707
A LOT LIKE LOVE,Julie James,FBI/US Attorney #2,4.06,32996
PRINCESS OF THE SILVER WOODS,Jessica Day George,The Princesses of Westfalin Trilogy #3,4.06,13236
STOLEN LIVES: TWENTY YEARS IN A DESERT JAIL,Malika Oufkir,,4.06,23829
HELTER SKELTER: THE TRUE STORY OF THE MANSON MURDERS,Vincent Bugliosi,,4.06,146131
’SALEM’S LOT,Stephen King,,4.06,457495
DEMON LORD OF KARANDA,David Eddings,The Malloreon #3,4.06,42496
EINSTEIN’S DREAMS,Alan Lightman,,4.06,40068
DOUBLE INDEMNITY,James M. Cain,,4.06,26267
A CROWN OF SWORDS,Robert Jordan,The Wheel of Time #7,4.06,167626
THE CUSTOM OF THE COUNTRY,Edith Wharton,,4.06,14036
RED DRAGON,Thomas  Harris,Hannibal Lecter #1,4.06,334099
SKINNY LEGS AND ALL,Tom Robbins,,4.06,42841
WHO'S AFRAID OF VIRGINIA WOOLF?,Edward Albee,,4.06,69781
THE TWO PRINCESSES OF BAMARRE,Gail Carson Levine,The Two Princesses of Bamarre #1,4.06,72387
AN UNQUIET MIND: A MEMOIR OF MOODS AND MADNESS,Kay Redfield Jamison,,4.06,78730
DEAD SIMPLE,Peter James,Roy Grace #1,4.06,27662
NEW SPRING,Robert Jordan,The Wheel of Time #0,4.06,104764
CANNERY ROW,John Steinbeck,Cannery Row #1,4.06,138186
THIS MAN,Jodi Ellen Malpas,This Man #1,4.06,113758
HIS MAJESTY'S DRAGON,Naomi Novik,Temeraire #1,4.06,100402
JACKDAWS,Ken Follett,,4.06,38717
STIFF: THE CURIOUS LIVES OF HUMAN CADAVERS,Mary Roach,,4.06,219656
A WALK IN THE WOODS: REDISCOVERING AMERICA ON THE APPALACHIAN TRAIL,Bill Bryson,,4.06,410495
"TINKER, TAILOR, SOLDIER, SPY",John le Carré,George Smiley #5; Karla Trilogy #1,4.06,94782
DIGITAL MINIMALISM: CHOOSING A FOCUSED LIFE IN A NOISY WORLD,Cal Newport,,4.06,79412
IT HAPPENED ONE WEDDING,Julie James,FBI/US Attorney #5,4.06,16791
STITCHES: A MEMOIR,David Small,,4.06,26923
PRINCESS OF GLASS,Jessica Day George,The Princesses of Westfalin Trilogy #2,4.06,22390
CAPITAL IN THE TWENTY FIRST CENTURY,Thomas Piketty,,4.06,32012
MAGIC BITES,Ilona Andrews,Kate Daniels #1,4.06,125909
THE FIREBRAND,Marion Zimmer Bradley,,4.06,11020
LES LIAISONS DANGEREUSES,Pierre Choderlos de Laclos,,4.06,53444
PET SEMATARY,Stephen King,,4.06,593672
THE DRY,Jane Harper,Aaron Falk #1,4.06,240148
THE PUSH,Ashley Audrain,,4.06,340658
THE LADY'S GUIDE TO PETTICOATS AND PIRACY,Mackenzi Lee,Montague Siblings #2,4.06,37153
THE DOLL PEOPLE,Ann M. Martin,Doll People #1,4.06,16557
SURPRISED BY JOY: THE SHAPE OF MY EARLY LIFE,C.S. Lewis,,4.06,63431
THE WRATH AND THE DAWN,Renée Ahdieh,The Wrath and the Dawn #1,4.06,176603
CYRANO DE BERGERAC,Edmond Rostand,,4.06,84581
A TALE FOR THE TIME BEING,Ruth Ozeki,,4.06,121056
DAUGHTER OF THE BLOOD,Anne Bishop,The Black Jewels #1,4.06,40658
THE WOLVES OF WILLOUGHBY CHASE,Joan Aiken,The Wolves Chronicles #1,4.06,21405
THE UNABRIDGED DEVIL'S DICTIONARY,Ambrose Bierce,,4.06,10688
THE BOTANY OF DESIRE: A PLANT'S-EYE VIEW OF THE WORLD,Michael Pollan,,4.06,56442
حول العالم في 200 يوم,أنيس منصور,,4.06,11259
BLUEBEARD,Kurt Vonnegut Jr.,,4.06,40986
THE LADY IN THE LAKE,Raymond Chandler,Philip Marlowe #4,4.06,25389
MY MAN JEEVES,P.G. Wodehouse,Jeeves #1,4.06,43275
THE WOODS,Harlan Coben,,4.06,100686
LORD OF LIGHT,Roger Zelazny,,4.06,33146
CODE NAME CASSANDRA,Jenny Carroll,1-800-Where-R-You #2,4.06,12961
I AM PRINCESS X,Cherie Priest,,4.06,13525
TROUBLEMAKER: SURVIVING HOLLYWOOD AND SCIENTOLOGY,Leah Remini,,4.06,70733
WILD: FROM LOST TO FOUND ON THE PACIFIC CREST TRAIL,Cheryl Strayed,,4.06,799048
THE EXECUTIONER'S SONG,Norman Mailer,,4.06,21746
LICK,Kylie Scott,Stage Dive #1,4.06,89575
ZORBA THE GREEK,Nikos Kazantzakis,,4.05,51668
THE BOURNE IDENTITY,Robert Ludlum,Jason Bourne #1,4.05,432441
PRETTY GIRLS,Karin Slaughter,,4.05,417783
JUST LISTEN,Sarah Dessen,,4.05,247020
تراب الماس,أحمد مراد,,4.05,55524
I LET YOU GO,Clare Mackintosh,,4.05,134286
OPEN WATER,Caleb Azumah Nelson,,4.05,61973
THE ELF QUEEN OF SHANNARA,Terry Brooks,Heritage of Shannara #3,4.05,31687
EMILY WINDSNAP AND THE CASTLE IN THE MIST,Liz Kessler,Emily Windsnap #3,4.05,10097
THE PERFECT CHILD,Lucinda Berry,,4.05,125853
EMOTIONAL INTELLIGENCE: WHY IT CAN MATTER MORE THAN IQ,Daniel Goleman,,4.05,120708
THE PILGRIM'S PROGRESS,John Bunyan,,4.05,138717
THE CLIENT,John Grisham,,4.05,445629
13 TREASURES,Michelle Harrison,Thirteen Treasures #1,4.05,11149
FIRE & FLOOD,Victoria Scott,Fire & Flood #1,4.05,11753
THE ETERNITY CODE,Eoin Colfer,Artemis Fowl #3,4.05,135799
SEDUCE ME AT SUNRISE,Lisa Kleypas,The Hathaways #2,4.05,44121
THE GIRL WHO WAS SUPPOSED TO DIE,April Henry,,4.05,12738
THE DARKEST TEMPTATION,Danielle Lori,Made #3,4.05,109750
FANG,James Patterson,Maximum Ride #6,4.05,61629
ON THE EDGE,Ilona Andrews,The Edge #1,4.05,45121
SUCCUBUS ON TOP,Richelle Mead,Georgina Kincaid #2,4.05,32716
TIGER'S CURSE,Colleen Houck,The Tiger Saga #1,4.05,64248
A FAINT COLD FEAR,Karin Slaughter,Grant County #3,4.05,52191
RAMONA AND HER FATHER,Beverly Cleary,Ramona #4,4.05,30628
FATAL VOYAGE,Kathy Reichs,Temperance Brennan #4,4.05,51094
THE 7 HABITS OF HIGHLY EFFECTIVE TEENS: THE ULTIMATE TEENAGE SUCCESS GUIDE,Sean Covey,,4.05,35824
A DARKER SHADE OF MAGIC,V.E.  Schwab,Shades of Magic #1,4.05,363759
GENGHIS KHAN AND THE MAKING OF THE MODERN WORLD,Jack Weatherford,,4.05,73780
THE HOUSEKEEPER AND THE PROFESSOR,Yōko Ogawa,,4.05,75094
PREDESTINED,Abbi Glines,Existence #2,4.05,39768
BEAUTY: A RETELLING OF THE STORY OF BEAUTY AND THE BEAST,Robin McKinley,,4.05,80012
THE CRUEL PRINCE,Holly Black,The Folk of the Air #1,4.05,1227210
THE PELICAN BRIEF,John Grisham,,4.05,429264
"ANIMAL, VEGETABLE, MIRACLE: A YEAR OF FOOD LIFE",Barbara Kingsolver,,4.05,110352
WHITE NIGHTS,Fyodor Dostoevsky,,4.05,152797
RIVER SECRETS,Shannon Hale,The Books of Bayern #3,4.05,36074
DANCE DANCE DANCE,Haruki Murakami,,4.05,89129
RELIC,Douglas Preston,Pendergast #1,4.05,108406
THE MAGUS,John Fowles,,4.05,58723
ONE FOR THE MONEY,Janet Evanovich,Stephanie Plum #1,4.05,551798
THE BELL JAR,Sylvia Plath,,4.05,965667
THE OPAL DECEPTION,Eoin Colfer,Artemis Fowl #4,4.05,138532
THE TEMPLE OF MY FAMILIAR,Alice Walker,,4.05,14502
LOVE & GELATO,Jenna Evans Welch,Love & Gelato #1,4.05,145733
THE BIRDS AND OTHER STORIES,Daphne du Maurier,,4.05,12287
1491: NEW REVELATIONS OF THE AMERICAS BEFORE COLUMBUS,Charles C. Mann,,4.05,87214
ONE TRUE LOVES,Taylor Jenkins Reid,,4.05,497584
LONG DAY’S JOURNEY INTO NIGHT,Eugene O'Neill,,4.05,40859
STARCROSSED,Josephine Angelini,Starcrossed #1,4.05,73243
PEDRO PÁRAMO,Juan Rulfo,,4.05,70908
SOUL MUSIC,Terry Pratchett,Discworld #16; Death #3,4.05,79590
LAST OF THE WILDS,Trudi Canavan,Age of the Five #2,4.05,14148
SWEETHEART,Chelsea Cain,Archie Sheridan & Gretchen Lowell #2,4.05,20563
THE SILKWORM,Robert Galbraith,Cormoran Strike #2,4.05,270389
THE BEEKEEPER'S APPRENTICE,Laurie R. King,Mary Russell and Sherlock Holmes #1,4.05,83162
THE TRAITOR BARU CORMORANT,Seth Dickinson,The Masquerade #1,4.05,21322
SCARY STORIES TO TELL IN THE DARK,Alvin Schwartz,,4.05,67790
SKAGBOYS,Irvine Welsh,Mark Renton #1,4.05,16354
A RED HERRING WITHOUT MUSTARD,Alan Bradley,Flavia de Luce #3,4.05,44475
A SMALL PLACE,Jamaica Kincaid,,4.05,14963
THE WORST HARD TIME: THE UNTOLD STORY OF THOSE WHO SURVIVED THE GREAT AMERICAN DUST BOWL,Timothy Egan,,4.05,55686
THE DIABOLIC,S.J. Kincaid,The Diabolic #1,4.05,25748
TIPPING THE VELVET,Sarah Waters,,4.05,71277
SPEAK,Laurie Halse Anderson,,4.05,593492
SPOON RIVER ANTHOLOGY,Edgar Lee Masters,,4.05,12166
GOING SOLO,Roald Dahl,Roald Dahl's Autobiography #2,4.05,30311
TOM'S MIDNIGHT GARDEN,Philippa Pearce,,4.05,26551
THE MAGICIAN’S NEPHEW,C.S. Lewis,Chronicles of Narnia #6,4.05,542832
THE EMPEROR'S CODE,Gordon Korman,The 39 Clues #8,4.05,43642
BECOMING MRS. LEWIS,Patti Callahan Henry,,4.05,42274
A MODEST PROPOSAL AND OTHER SATIRICAL WORKS,Jonathan Swift,,4.05,14406
BEING AND TIME,Martin Heidegger,,4.05,24935
HIDEAWAY,Penelope Douglas,Devil's Night #2,4.05,122619
THE ONCE AND FUTURE WITCHES,Alix E. Harrow,,4.05,83382
NIEBLA,Miguel de Unamuno,,4.05,19093
THE BONE GARDEN,Tess Gerritsen,,4.05,30245
THE ROWAN,Anne McCaffrey,The Tower and the Hive #1,4.05,17648
THEN SHE WAS GONE,Lisa Jewell,,4.05,684648
THE SEA WOLF,Jack London,,4.05,30570
THE OCTUNNUMI FOSBIT FILES PROLOGUE,Trevor Alan Foris,,4.05,10136
DAUGHTER OF NO WORLDS,Carissa Broadbent,The War of Lost Hearts #1,4.05,82902
"IT AIN'T ME, BABE",Tillie Cole,Hades Hangmen #1,4.05,52918
"THE CALL OF THE WILD, WHITE FANG AND OTHER STORIES",Jack London,,4.05,22456
EVERY BREATH,Nicholas Sparks,,4.05,98844
KILLING LINCOLN: THE SHOCKING ASSASSINATION THAT CHANGED AMERICA FOREVER,Bill O'Reilly,,4.05,104502
MURDER AT THE VICARAGE,Agatha Christie,Miss Marple #2,4.05,189364
ALL TOGETHER DEAD,Charlaine Harris,Sookie Stackhouse #7,4.05,201295
THE DARKEST NIGHT,Gena Showalter,Lords of the Underworld #1,4.05,84313
A DISTANT MIRROR: THE CALAMITOUS 14TH CENTURY,Barbara W. Tuchman,,4.05,41151
ZEITOUN,Dave Eggers,,4.05,78326
MIRROR IMAGE,Sandra       Brown,,4.05,16276
BLOODROSE,Andrea Cremer,Nightshade #3; Nightshade World #6,4.05,28541
THE RAVEN BOYS,Maggie Stiefvater,The Raven Cycle #1,4.05,368357
UGLY LOVE,Colleen Hoover,,4.05,1832675
THE YELLOW WALLPAPER AND OTHER STORIES,Charlotte Perkins Gilman,,4.05,86280
"THE DIVINE COMEDY OF DANTE ALIGHIERI, VOLUME 2: PURGATORIO",Dante Alighieri,,4.05,26930
GHOSTWRITTEN,David Mitchell,,4.05,31092
THE BRIDGE KINGDOM,Danielle L. Jensen,The Bridge Kingdom #1,4.05,139197
HUNGER,Knut Hamsun,,4.05,56179
SPQR: A HISTORY OF ANCIENT ROME,Mary Beard,,4.05,64241
THE MAZE RUNNER,James Dashner,The Maze Runner #1,4.05,1532111
EL PRÍNCIPE CRUEL,Holly Black,Los habitantes del aire #1,4.05,1227210
AESOP’S FABLES,Aesop,,4.05,125743
FIFTH BUSINESS,Robertson Davies,The Deptford Trilogy #1,4.05,19365
BRIDGE TO TERABITHIA,Katherine Paterson,,4.05,547430
THE TESTING,Joelle Charbonneau,The Testing #1,4.05,75600
PUSHING THE LIMITS,Katie McGarry,Pushing the Limits #1,4.05,121830
YEAR ONE,Nora Roberts,Chronicles of The One #1,4.05,88169
THE CRUEL PRINCE,Holly Black,The Folk of the Air #1,4.05,1227195
FLASHMAN,George MacDonald Fraser,The Flashman Papers #1,4.05,14710
BARCHESTER TOWERS,Anthony Trollope,Chronicles of Barsetshire #2,4.05,16688
THE ERSATZ ELEVATOR,Lemony Snicket,A Series of Unfortunate Events #6,4.05,147833
UGLY LOVE,Colleen Hoover,,4.05,1832705
FINDING SKY,Joss Stirling,Benedicts #1,4.05,21677
NINE PRINCES IN AMBER,Roger Zelazny,The Chronicles of Amber #1,4.05,57670
MY BEST FRIEND'S GIRL,Dorothy Koomson,,4.05,22032
SADIE,Courtney Summers,,4.05,118681
THE MOTHER-DAUGHTER BOOK CLUB,Heather Vogel Frederick,,4.05,14611
1632,Eric Flint,,4.05,12800
THE BELL JAR,Sylvia Plath,,4.05,965662
EMMA,Jane Austen,,4.05,888792
I WAS BORN FOR THIS,Alice Oseman,I Was Born for This #1,4.04,41147
THE SWEETEST OBLIVION,Danielle Lori,Made #1,4.04,251334
A BEND IN THE ROAD,Nicholas Sparks,,4.04,158165
THE PROGRAM,Suzanne Young,The Program #1,4.04,57209
STILL LIFE WITH WOODPECKER,Tom Robbins,,4.04,80255
WOKE UP LIKE THIS,Amy  Lea,,4.04,18197
MOSCOW TO THE END OF THE LINE,Venedikt Erofeev,,4.04,11737
PERFECT CHEMISTRY,Simone Elkeles,Perfect Chemistry #1,4.04,259967
THE LAST TIME I LIED,Riley Sager,,4.04,159594
ANGELS FALL,Nora Roberts,,4.04,49551
GORKY PARK,Martin Cruz Smith,Arkady Renko #1,4.04,67654
ROSEMARY’S BABY,Ira Levin,Rosemary's Baby #1,4.04,141123
THE WOLVES IN THE WALLS,Neil Gaiman,,4.04,18210
NOW YOU SEE ME,Sharon J. Bolton,Lacey Flint #1,4.04,21694
SHATTERED MIRROR,Amelia Atwater-Rhodes,Den of Shadows #3,4.04,10374
WISH YOU WELL,David Baldacci,,4.04,28661
THE OMEN,David Seltzer,,4.04,67293
SKYHUNTER,Marie Lu,Skyhunter #1,4.04,20452
JOUST,Mercedes Lackey,Dragon Jousters #1,4.04,11902
ROSENCRANTZ AND GUILDENSTERN ARE DEAD,Tom Stoppard,,4.04,89626
HOUSE OF HOLLOW,Krystal Sutherland,,4.04,77795
SPLIT SECOND,David Baldacci,Sean King & Michelle Maxwell #1,4.04,74953
THE FALL,Albert Camus,,4.04,107141
THE ROGUE,Trudi Canavan,Traitor Spy Trilogy #2,4.04,17000
MAGIC STUDY,Maria V. Snyder,Study #2,4.04,79542
LOST IN TIME,Melissa de la Cruz,Blue Bloods #6,4.04,27570
PRISONER OF NIGHT AND FOG,Anne Blankman,Prisoner of Night and Fog #1,4.04,10204
INFINITE,Brian Freeman,,4.04,12175
MOON OVER MANIFEST,Clare Vanderpool,,4.04,34504
PERFUME: THE STORY OF A MURDERER,Patrick Süskind,,4.04,470351
STRENGTH IN WHAT REMAINS: A JOURNEY OF REMEMBRANCE AND FORGIVENESS,Tracy Kidder,,4.04,16620
THE DARK IS RISING,Susan Cooper,The Dark is Rising #2,4.04,57488
THE FAIRY-TALE DETECTIVES,Michael Buckley,The Sisters Grimm #1,4.04,54818
PLEASURE UNBOUND,Larissa Ione,Demonica #1,4.04,53992
THE WORD FOR WORLD IS FOREST,Ursula K. Le Guin,,4.04,32487
STEPBROTHER DEAREST,Penelope Ward,,4.04,70266
THE LIGHT BETWEEN OCEANS,M.L. Stedman,,4.04,458729
"GOING CLEAR: SCIENTOLOGY, HOLLYWOOD, AND THE PRISON OF BELIEF",Lawrence Wright,,4.04,43328
ALTAR OF EDEN,James Rollins,,4.04,19594
THE LADY OF THE RIVERS,Philippa Gregory,The Plantagenet and Tudor Novels #1,4.04,84872
THE LAST MAGICIAN,Lisa   Maxwell,The Last Magician #1,4.04,20757
A MONSTROUS REGIMENT OF WOMEN,Laurie R. King,Mary Russell and Sherlock Holmes #2,4.04,26048
GO TELL IT ON THE MOUNTAIN,James Baldwin,,4.04,68823
CALL THE CANARIES HOME,Laura Barrow,,4.04,36727
BODY OF EVIDENCE,Patricia Cornwell,Kay Scarpetta #2,4.04,78691
ALL THE PRETTY HORSES,Cormac McCarthy,The Border Trilogy #1,4.04,124564
DEAR JOHN,Nicholas Sparks,,4.04,598951
ANOTHER FINE MYTH,Robert Lynn Asprin,Myth Adventures #1,4.04,23889
THE FEVER CODE,James Dashner,The Maze Runner #0.5,4.04,67441
A GREAT DELIVERANCE,Elizabeth  George,Inspector Lynley #1,4.04,49070
HOUSE RULES,Jodi Picoult,,4.04,175004
THIS SAVAGE SONG,V.E.  Schwab,Monsters of Verity #1,4.04,101872
THE WALL,Marlen Haushofer,,4.04,18227
DREAM MAN,Linda Howard,,4.04,19432
"BARRACOON: THE STORY OF THE LAST ""BLACK CARGO""",Zora Neale Hurston,,4.04,29786
TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,To All the Boys I've Loved Before #1,4.04,900246
PETER PAN,J.M. Barrie,,4.04,348070
ILIUM,Dan Simmons,Ilium #1,4.04,30367
THE TALES OF BEEDLE THE BARD,J.K. Rowling,,4.04,489066
LET THE RIGHT ONE IN,John Ajvide Lindqvist,,4.04,111386
STARTIDE RISING,David Brin,The Uplift Saga #2,4.04,32182
ON EARTH WE'RE BRIEFLY GORGEOUS,Ocean Vuong,,4.04,302128
DEMON IN MY VIEW,Amelia Atwater-Rhodes,Den of Shadows #2,4.04,12422
عزازيل,يوسف زيدان,,4.04,50981
HOME,Marilynne Robinson,Gilead #2,4.04,27726
SUMMER OF NIGHT,Dan Simmons,Seasons of Horror #1,4.04,25843
FIERCE INVALIDS HOME FROM HOT CLIMATES,Tom Robbins,,4.04,28481
WINGER,Andrew  Smith,Winger #1,4.04,22758
ALTERED CARBON,Richard K. Morgan,Takeshi Kovacs #1,4.04,106573
HOTEL ON THE CORNER OF BITTER AND SWEET,Jamie Ford,,4.04,300689
DEMOCRACY IN AMERICA,Alexis de Tocqueville,,4.04,25724
ECHO BURNING,Lee Child,Jack Reacher #5,4.04,94477
THE SLIPPERY SLOPE,Lemony Snicket,A Series of Unfortunate Events #10,4.04,125908
AN ABSOLUTELY REMARKABLE THING,Hank Green,The Carls #1,4.04,116459
SOMEBODY'S DAUGHTER,Ashley C. Ford,,4.04,65443
THE DRUID OF SHANNARA,Terry Brooks,Heritage of Shannara #2,4.04,32748
ALL THE WAYS WE SAID GOODBYE,Beatriz Williams,,4.04,20320
DAIMON,Jennifer L. Armentrout,Covenant #0.5,4.04,26102
SWORN TO SILENCE,Linda  Castillo,Kate Burkholder #1,4.04,44526
THE GENTLEMAN'S GUIDE TO VICE AND VIRTUE,Mackenzi Lee,Montague Siblings #1,4.04,137473
THE LONG DARK TEA-TIME OF THE SOUL,Douglas Adams,Dirk Gently #2,4.04,86388
TANGLED,Emma Chase,Tangled #1,4.04,119037
UPROOTED,Naomi Novik,,4.04,238206
A WALK ACROSS AMERICA,Peter Jenkins,,4.04,12021
WHEN RABBIT HOWLS,Truddi Chase,,4.04,17463
HEAVEN,V.C. Andrews,Casteel #1,4.04,24604
THE CHECKLIST MANIFESTO: HOW TO GET THINGS RIGHT,Atul Gawande,,4.04,68744
SHADOW & CLAW,Gene Wolfe,The Book of the New Sun #1-2,4.04,20012
ALIAS GRACE,Margaret Atwood,,4.04,143874
ANANSI BOYS,Neil Gaiman,,4.04,222868
ARCHANGEL,Sharon Shinn,Samaria #1,4.04,10619
THE PASSAGE,Justin Cronin,The Passage #1,4.04,212279
WHAT WE TALK ABOUT WHEN WE TALK ABOUT LOVE,Raymond Carver,,4.04,67033
FIRE WITH FIRE,Jenny Han,Burn for Burn #2,4.04,20170
IRELAND,Frank Delaney,,4.04,11377
JOHN LENNON: THE LIFE,Philip Norman,,4.04,12111
"ONE, NO ONE AND ONE HUNDRED THOUSAND",Luigi Pirandello,,4.04,23746
KOKORO,Natsume Sōseki,,4.04,32187
CATCH ME IF YOU CAN: THE TRUE STORY OF A REAL FAKE,Frank W. Abagnale,,4.04,59255
INTENSITY,Dean Koontz,,4.04,85390
THE MADNESS OF LORD IAN MACKENZIE,Jennifer Ashley,Mackenzies & McBrides #1,4.04,38240
GIRL IN THE BLUE COAT,Monica Hesse,,4.04,39785
ALL YOUR PERFECTS,Colleen Hoover,,4.04,585284
FOREST BORN,Shannon Hale,The Books of Bayern #4,4.04,27467
DEAD WITCH WALKING,Kim Harrison,The Hollows #1,4.04,125692
ALONG FOR THE RIDE,Sarah Dessen,,4.04,207327
SHADOWLAND,Jenny Carroll,The Mediator #1,4.04,69348
CROSS,James Patterson,Alex Cross #12,4.04,66894
THE ROSE & THE DAGGER,Renée Ahdieh,The Wrath and the Dawn #2,4.04,94067
"ISAAC'S STORM: A MAN, A TIME, AND THE DEADLIEST HURRICANE IN HISTORY",Erik Larson,,4.04,63618
"HEAVEN, TEXAS",Susan Elizabeth Phillips,Chicago Stars #2,4.04,34471
BIRD BOX,Josh Malerman,Bird Box #1,4.04,189406
"GUNS, GERMS, AND STEEL: THE FATES OF HUMAN SOCIETIES",Jared Diamond,,4.04,411717
MALIBU RISING,Taylor Jenkins Reid,,4.04,1025936
"NOT A PENNY MORE, NOT A PENNY LESS",Jeffrey Archer,,4.04,43169
MY LADY JANE,Cynthia Hand,The Lady Janies #1,4.04,54308
STRANGE PILGRIMS: TWELVE STORIES,Gabriel García Márquez,,4.04,25073
PETER AND THE STARCATCHERS,Dave Barry,Peter and the Starcatchers #1,4.04,76579
P.S. I LIKE YOU,Kasie West,,4.04,60446
THE DEAD GIRLS' DANCE,Rachel Caine,The Morganville Vampires #2,4.04,58552
MY BRILLIANT FRIEND,Elena Ferrante,The Neapolitan Novels #1,4.04,334608
THE BONE PEOPLE,Keri Hulme,,4.04,22609
MARLFOX,Brian Jacques,Redwall #11,4.04,17453
MY BRILLIANT FRIEND,Elena Ferrante,My Brilliant Friend #1,4.04,334610
"TOMORROW, WHEN THE WAR BEGAN",John Marsden,Tomorrow #1,4.04,56431
CITY OF GIRLS,Elizabeth Gilbert,,4.04,290253
THE BLACK CAT,Edgar Allan Poe,,4.03,46891
"THE BOMBER MAFIA: A DREAM, A TEMPTATION, AND THE LONGEST NIGHT OF THE SECOND WORLD WAR",Malcolm Gladwell,,4.03,52107
THE LIFE WE BURY,Allen Eskens,Joe Talbert #1; Detective Max Rupert #1,4.03,119080
PROMISE ME,Harlan Coben,Myron Bolitar #8,4.03,36415
PEARLS OF LUTRA,Brian Jacques,Redwall #9,4.03,21686
THE METAMORPHOSIS AND OTHER STORIES,Franz Kafka,,4.03,55739
BOOK OF SHADOWS,Cate Tiernan,Sweep #1,4.03,26764
NURTURESHOCK: NEW THINKING ABOUT CHILDREN,Po Bronson,,4.03,26213
FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD: THE ORIGINAL SCREENPLAY,J.K. Rowling,Fantastic Beasts: The Original Screenplay #2,4.03,46185
THE SHIP WHO SANG,Anne McCaffrey,Brainship #1,4.03,25737
SANDRY'S BOOK,Tamora Pierce,Circle of Magic #1,4.03,43242
INFINITY,Sherrilyn Kenyon,Chronicles of Nick #1,4.03,42423
THE CHILDREN OF HÚRIN,J.R.R. Tolkien,,4.03,83840
A WINTER'S PROMISE,Christelle Dabos,The Mirror Visitor #1,4.03,99868
ANNE OF INGLESIDE,L.M. Montgomery,Anne of Green Gables #6,4.03,65123
LA CONFUSION DES SENTIMENTS,Stefan Zweig,,4.03,10268
THE ROSE GARDEN,Susanna Kearsley,,4.03,32418
LULLABIES FOR LITTLE CRIMINALS,Heather O'Neill,,4.03,26572
THE LOST PRINCE,Julie Kagawa,The Iron Fey: Call of the Forgotten #1,4.03,28030
THE ROSE SOCIETY,Marie Lu,The Young Elites #2,4.03,65032
THE NAMING,Alison Croggon,The Books of Pellinor #1,4.03,26653
TRANSCENDENCE,Shay Savage,Transcendence #1,4.03,22978
INESCAPABLE,Amy A. Bartol,The Premonition #1,4.03,38037
THE KILLER COLLECTIVE,Barry Eisler,John Rain #10; Ben Treven #4; Livia Lone #3,4.03,25727
WARD D,Freida McFadden,,4.03,167507
FIRST GRAVE ON THE RIGHT,Darynda Jones,Charley Davidson #1,4.03,87919
PANDEMONIUM,Lauren Oliver,Delirium #2,4.03,239384
DOOMSDAY BOOK,Connie Willis,Oxford Time Travel #1,4.03,60068
ALICE IN WONDERLAND,Jane Carruth,,4.03,390011
TEHANU,Ursula K. Le Guin,Earthsea Cycle #4,4.03,50474
ALL YOU NEED IS KILL,Hiroshi Sakurazaka,,4.03,21910
FAMILY MATTERS,Rohinton Mistry,,4.03,23694
HEIDI,Johanna Spyri,,4.03,199688
LIBRA,Don DeLillo,,4.03,17819
HIROSHIMA,John Hersey,,4.03,80579
CEMETERY DANCE,Douglas Preston,Pendergast #9,4.03,28451
THE MOOMINS AND THE GREAT FLOOD,Tove Jansson,The Moomins #1,4.03,17861
BEN-HUR: A TALE OF THE CHRIST,Lew Wallace,,4.03,36126
THE AMULET OF SAMARKAND,Jonathan Stroud,Bartimaeus #1,4.03,128482
THE PACT,Jodi Picoult,,4.03,308650
ZOMBIE FALLOUT,Mark Tufo,Zombie Fallout #1,4.03,12343
BURIAL RITES,Hannah Kent,,4.03,112877
LA DAME AUX CAMÉLIAS,Alexandre Dumas fils,,4.03,51745
THE STRANGE AND BEAUTIFUL SORROWS OF AVA LAVENDER,Leslye Walton,,4.03,41562
THE STORIED LIFE OF A.J. FIKRY,Gabrielle Zevin,,4.03,300532
GRASS,Sheri S. Tepper,Arbai #1,4.03,12558
THE WOMAN DESTROYED,Simone de Beauvoir,,4.03,30407
THE VALLEY OF HORSES,Jean M. Auel,Earth's Children #2,4.03,89782
SAINT ANYTHING,Sarah Dessen,,4.03,63398
HALF LOST,Sally Green,The Half Bad Trilogy #3,4.03,17002
SULA,Toni Morrison,,4.03,99565
THE END,Lemony Snicket,A Series of Unfortunate Events #13,4.03,107697
UNDERCOVER PRINCESS,Connie Glynn,,4.03,10416
SWITCH: HOW TO CHANGE THINGS WHEN CHANGE IS HARD,Chip Heath,,4.03,52223
"AHAB'S WIFE, OR THE STAR-GAZER",Sena Jeter Naslund,,4.03,44649
THE BORROWERS,Mary Norton,The Borrowers #1,4.03,97513
SILENT SPRING,Rachel Carson,,4.03,48192
THIS TIME IT'S REAL,Ann Liang,,4.03,14394
WHERE THE HEART IS,Billie Letts,,4.03,248626
